Palabra,Emocion
incomodidad,negativa
funky,negativa
estrellarse,negativa
escandaloso,negativa
apocalipsis,negativa
antagonismo,negativa
obscuro,negativa
nieblas,negativa
extremista,negativa
sombreado,negativa
destrozar,negativa
trastes,negativa
soberbio,negativa
señuelo,negativa
noise,negativa
incompetente,negativa
calamidades,negativa
flojo,negativa
cruelmente,negativa
retórico,negativa
rail,negativa
letargo,negativa
despectivamente,negativa
censurar,negativa
frustrar,negativa
desfilar,negativa
animadversión,negativa
alarmante,negativa
incontrolable,negativa
combativo,negativa
ineludible,negativa
charco,negativa
picar,negativa
ligar,negativa
apatía,negativa
desechar,negativa
capullo,negativa
arriesgar,negativa
alergias,negativa
matón,negativa
estancado,negativa
torturar,negativa
pulir,negativa
perverso,negativa
nerviosismo,negativa
bravura,negativa
relajarse,negativa
recelos,negativa
drag,negativa
ineficacia,negativa
imprudente,negativa
bengalas,negativa
represivo,negativa
inflexible,negativa
arrasar,negativa
penumbra,negativa
peligrar,negativa
mire,negativa
manipulador,negativa
impulsivo,negativa
dispar,negativa
descomponer,negativa
oxidado,negativa
intransigente,negativa
escoria,negativa
papelera,negativa
dificultoso,negativa
desconcertante,negativa
tumulto,negativa
zorra,negativa
impenetrable,negativa
tic,negativa
monotonía,negativa
estratagema,negativa
borrosa,negativa
sacudida,negativa
plebeyo,negativa
cancer,negativa
riña,negativa
imperfecciones,negativa
goteo,negativa
desolado,negativa
deplorable,negativa
celosamente,negativa
adversidad,negativa
travieso,negativa
arrugas,negativa
vergonzoso,negativa
reparos,negativa
ruidoso,negativa
recaída,negativa
desertar,negativa
insensible,negativa
duele,negativa
desilusionado,negativa
citación,negativa
pícaro,negativa
insultado,negativa
vicioso,negativa
paradójico,negativa
nublado,negativa
monstruoso,negativa
engañosa,negativa
avergonzado,negativa
agallas,negativa
rupturas,negativa
pantanoso,negativa
diabólico,negativa
malicia,negativa
líos,negativa
bugs,negativa
reaccionario,negativa
indefenso,negativa
catastrófico,negativa
tapado,negativa
súplicas,negativa
simplista,negativa
desgraciado,negativa
perturbar,negativa
susto,negativa
proscrito,negativa
inconsistencias,negativa
contraproducente,negativa
pito,negativa
incredulidad,negativa
degenerado,negativa
comodín,negativa
blasfemia,negativa
beligerante,negativa
bebido,negativa
abrumador,negativa
pegajoso,negativa
inexperto,negativa
escama,negativa
drenar,negativa
descuidar,negativa
aplastamiento,negativa
abatir,negativa
descrédito,negativa
retar,negativa
odiar,negativa
interrumpieron,negativa
extinguir,negativa
enredo,negativa
demoníaco,negativa
confiscado,negativa
lastimar,negativa
fundamentalismo,negativa
celosía,negativa
vibrar,negativa
gángster,negativa
distorsionado,negativa
indecisión,negativa
flaco,negativa
discriminar,negativa
agonizante,negativa
reticente,negativa
perdición,negativa
infiltrados,negativa
distanciado,negativa
impensable,negativa
colapsar,negativa
alucinación,negativa
mulato,negativa
mella,negativa
inundar,negativa
horrorizado,negativa
derruido,negativa
tank,negativa
chismes,negativa
insuperable,negativa
infligir,negativa
loba,negativa
disturbio,negativa
desleal,negativa
demente,negativa
resfriado,negativa
radicalización,negativa
lamentar,negativa
dead,negativa
contaminar,negativa
cataclismo,negativa
bug,negativa
antagónico,negativa
varado,negativa
sucumbir,negativa
desorganización,negativa
junco,negativa
escamoso,negativa
coerción,negativa
hipócrita,negativa
deteriorarse,negativa
curtido,negativa
resentido,negativa
refutación,negativa
desagües,negativa
envenenar,negativa
basurero,negativa
sima,negativa
minar,negativa
retorcido,negativa
inflado,negativa
indeciso,negativa
contradecir,negativa
abandonos,negativa
penuria,negativa
delirante,negativa
bromista,negativa
revolver,negativa
insatisfecho,negativa
furtivo,negativa
frustraciones,negativa
subversivo,negativa
salvajemente,negativa
jam,negativa
indebido,negativa
deformado,negativa
queer,negativa
frenético,negativa
FALSE,negativa
impreciso,negativa
fatalmente,negativa
despreciado,negativa
asco,negativa
vertederos,negativa
usurpar,negativa
conspirador,negativa
pinchar,negativa
pereza,negativa
inconsistente,negativa
clamor,negativa
inalcanzable,negativa
dificultosa,negativa
azote,negativa
temerario,negativa
sanguinario,negativa
némesis,negativa
moderar,negativa
maltratado,negativa
degradar,negativa
cercar,negativa
camarote,negativa
percance,negativa
inmoralidad,negativa
frustrante,negativa
despreciar,negativa
cojo,negativa
nalgas,negativa
impureza,negativa
entorpecer,negativa
corrompido,negativa
indeseable,negativa
cinismo,negativa
animosidad,negativa
transgresión,negativa
atroz,negativa
tortuoso,negativa
silbido,negativa
piquete,negativa
macabro,negativa
derrumbarse,negativa
cefalea,negativa
volcar,negativa
repugnante,negativa
pervertido,negativa
condenación,negativa
carestía,negativa
asediar,negativa
innecesariamente,negativa
diametralmente,negativa
burlándose,negativa
rondar,negativa
inadvertido,negativa
vehemente,negativa
tontería,negativa
tiránico,negativa
soldar,negativa
malicioso,negativa
colaboracionista,negativa
din,negativa
desestabilización,negativa
alegar,negativa
volatilidad,negativa
tupido,negativa
privar,negativa
pararse,negativa
flagrante,negativa
fantasmal,negativa
zumbido,negativa
ponche,negativa
mortífero,negativa
frenesí,negativa
desinteresado,negativa
corrosivo,negativa
collapse,negativa
arrebato,negativa
abusado,negativa
pecio,negativa
lúgubre,negativa
wild,negativa
inacción,negativa
desperdicio,negativa
confundiendo,negativa
sicario,negativa
libertino,negativa
boicotear,negativa
revuelto,negativa
minado,negativa
imprudencia,negativa
errático,negativa
enloquecido,negativa
enfermizo,negativa
deshecho,negativa
torcido,negativa
incoherente,negativa
aterrador,negativa
tonterías,negativa
simulado,negativa
impropio,negativa
hack,negativa
forastero,negativa
obsceno,negativa
estupor,negativa
socavar,negativa
perversión,negativa
indiscriminadamente,negativa
desbaratar,negativa
expirado,negativa
desobedecer,negativa
debilitarse,negativa
tentativamente,negativa
mediocridad,negativa
renuente,negativa
infringir,negativa
inculcar,negativa
bulo,negativa
suscitar,negativa
sudario,negativa
lastimado,negativa
inservible,negativa
amargamente,negativa
sesgos,negativa
sabueso,negativa
espanto,negativa
desproporcionado,negativa
desmayo,negativa
calumnia,negativa
mundano,negativa
fatídico,negativa
despecho,negativa
desintegrarse,negativa
ambivalente,negativa
abrumado,negativa
abortado,negativa
pelearse,negativa
obeso,negativa
intolerable,negativa
paranoico,negativa
imprevisto,negativa
impersonal,negativa
desterrar,negativa
cesto,negativa
súplica,negativa
esporádico,negativa
bla,negativa
fiasco,negativa
estruendo,negativa
caprichoso,negativa
anómalo,negativa
indiscriminado,negativa
falacias,negativa
descomponerse,negativa
cohecho,negativa
charlar,negativa
embate,negativa
bombear,negativa
descansos,negativa
agravar,negativa
exhausto,negativa
equívoco,negativa
agravante,negativa
partisano,negativa
inflamatorio,negativa
desaguar,negativa
convulsión,negativa
abultado,negativa
static,negativa
oscurece,negativa
miss,negativa
inhóspito,negativa
fandango,negativa
insaciable,negativa
estridente,negativa
ahogarse,negativa
ahogamiento,negativa
servil,negativa
perecer,negativa
inmovilizado,negativa
engañoso,negativa
bicho,negativa
bad,negativa
acaparar,negativa
squash,negativa
sangrar,negativa
penitenciaría,negativa
instigador,negativa
bastardos,negativa
agitar,negativa
inhumano,negativa
estafas,negativa
coqueta,negativa
parpadeo,negativa
escarcha,negativa
chocante,negativa
atrasado,negativa
adoctrinamiento,negativa
tajante,negativa
demorar,negativa
zapallo,negativa
restrictivo,negativa
provocador,negativa
irreparable,negativa
fiero,negativa
derramar,negativa
apuro,negativa
impracticable,negativa
provocativo,negativa
espejismo,negativa
sobras,negativa
inconsistencia,negativa
falsificar,negativa
escarnio,negativa
deshonra,negativa
desempleado,negativa
ridiculizar,negativa
opresivo,negativa
crash,negativa
corromper,negativa
cloaca,negativa
vengativo,negativa
renuencia,negativa
obstaculizado,negativa
inexorable,negativa
curandero,negativa
bajón,negativa
amargado,negativa
nepotismo,negativa
ladrona,negativa
fealdad,negativa
abrumadoramente,negativa
patético,negativa
infortunio,negativa
caníbal,negativa
incesantemente,negativa
exagerar,negativa
espeluznante,negativa
espantoso,negativa
cliché,negativa
atropello,negativa
inexacto,negativa
purgar,negativa
mofa,negativa
lego,negativa
descontrolado,negativa
desconfiar,negativa
baldío,negativa
imprevisible,negativa
desconcertado,negativa
boquete,negativa
vetar,negativa
precipitar,negativa
locamente,negativa
lasca,negativa
incitación,negativa
autocrático,negativa
acosar,negativa
marginada,negativa
hollow,negativa
esclavizar,negativa
punzante,negativa
burlado,negativa
tanteo,negativa
pinchazo,negativa
chancho,negativa
violador,negativa
extravagancia,negativa
desorganizado,negativa
tedioso,negativa
maldiciones,negativa
hinchado,negativa
endurecer,negativa
monótono,negativa
impetuoso,negativa
escalofriante,negativa
disonancia,negativa
cerda,negativa
picardía,negativa
expirar,negativa
quemadura,negativa
licenciar,negativa
discapacitado,negativa
calculador,negativa
amasar,negativa
algarabía,negativa
reproche,negativa
lost,negativa
irritado,negativa
insinuación,negativa
inexacta,negativa
fingido,negativa
atascado,negativa
piquetes,negativa
despótico,negativa
desacato,negativa
chantajear,negativa
bobo,negativa
urogallo,negativa
infamia,negativa
despistado,negativa
aspirado,negativa
distorsionar,negativa
desesperanza,negativa
bofetada,negativa
basto,negativa
libertinaje,negativa
guisado,negativa
candente,negativa
arruinando,negativa
ampolla,negativa
idiotas,negativa
fraudulento,negativa
averiado,negativa
sumergir,negativa
inimaginable,negativa
impasible,negativa
categórico,negativa
pelado,negativa
parir,negativa
oscurecer,negativa
opresores,negativa
invasivo,negativa
insultante,negativa
inamovible,negativa
extraviado,negativa
desconfiado,negativa
cañoneo,negativa
belicoso,negativa
nocivo,negativa
desmoronamiento,negativa
aflicción,negativa
llamarada,negativa
irritable,negativa
sesgado,negativa
perplejo,negativa
infelicidad,negativa
descarado,negativa
carnada,negativa
instigadores,negativa
apresurado,negativa
riñas,negativa
obscenidad,negativa
adherente,negativa
vacilante,negativa
obstruir,negativa
obstinado,negativa
maraña,negativa
ghetto,negativa
cauteloso,negativa
bronca,negativa
amortiguar,negativa
alud,negativa
torcer,negativa
quejado,negativa
puñalada,negativa
maníaco,negativa
imperfección,negativa
drones,negativa
devastar,negativa
canalla,negativa
abrasivo,negativa
rugido,negativa
oler,negativa
inexorablemente,negativa
estorbo,negativa
dogmático,negativa
vomitar,negativa
tirarse,negativa
talar,negativa
repulsa,negativa
rebatir,negativa
naufragar,negativa
desalentar,negativa
desacreditado,negativa
angustiado,negativa
tibio,negativa
lapsos,negativa
distorsiona,negativa
descarada,negativa
problem,negativa
podrido,negativa
hoax,negativa
fragor,negativa
coquetear,negativa
hedonista,negativa
fall,negativa
empinado,negativa
emboscar,negativa
deslealtad,negativa
copo,negativa
ahondar,negativa
vehementemente,negativa
urdimbre,negativa
menguante,negativa
indistinguible,negativa
impuro,negativa
decepciones,negativa
charlatán,negativa
aterrorizar,negativa
prevenido,negativa
oscurecido,negativa
escabroso,negativa
discontinuo,negativa
desorientado,negativa
superfluo,negativa
pizca,negativa
bondage,negativa
turbio,negativa
totalitaria,negativa
sedentario,negativa
ralentizar,negativa
prolijo,negativa
odiosa,negativa
ficcional,negativa
estampida,negativa
desunión,negativa
deformar,negativa
ventosa,negativa
desintegrado,negativa
calamidad,negativa
analfabeto,negativa
subastado,negativa
podredumbre,negativa
ensangrentado,negativa
drogadicto,negativa
dies,negativa
warp,negativa
taladros,negativa
fríamente,negativa
bichos,negativa
insalvable,negativa
ineptitud,negativa
dim,negativa
citaciones,negativa
tout,negativa
negligente,negativa
incendiario,negativa
desafuero,negativa
consentir,negativa
congeló,negativa
banal,negativa
sumiso,negativa
retardar,negativa
premeditado,negativa
perturbador,negativa
penalty,negativa
irracionalidad,negativa
imprecisiones,negativa
evade,negativa
descaradamente,negativa
agotador,negativa
wedge,negativa
trunca,negativa
lesionar,negativa
attack,negativa
ahogar,negativa
ultraje,negativa
reventar,negativa
injustificado,negativa
hematomas,negativa
resignado,negativa
nihilista,negativa
renuncio,negativa
estrangular,negativa
enredado,negativa
desmayado,negativa
desglose,negativa
breaks,negativa
litera,negativa
cojera,negativa
amonestación,negativa
abominable,negativa
untar,negativa
saciar,negativa
látigos,negativa
escapatoria,negativa
apuñalar,negativa
tacha,negativa
insuficientemente,negativa
ostensible,negativa
malhumorado,negativa
extremismo,negativa
estereotipada,negativa
agobiante,negativa
vanidoso,negativa
sacudir,negativa
parodiar,negativa
inepto,negativa
heterodoxo,negativa
endeble,negativa
discriminatorio,negativa
cursi,negativa
contagioso,negativa
alarmado,negativa
indocumentados,negativa
inconcebible,negativa
hebilla,negativa
encallado,negativa
desfasado,negativa
cogida,negativa
chato,negativa
traidora,negativa
torcida,negativa
subyugar,negativa
refutado,negativa
refuta,negativa
menospreciar,negativa
defensive,negativa
violadores,negativa
indigente,negativa
hell,negativa
falsificado,negativa
enjuiciar,negativa
bullicio,negativa
aniquilamiento,negativa
sustraer,negativa
reprobación,negativa
humildemente,negativa
deprimente,negativa
contusión,negativa
codicioso,negativa
twist,negativa
sofocante,negativa
picor,negativa
frenéticamente,negativa
cruento,negativa
pedante,negativa
desmoronarse,negativa
picazón,negativa
insalubre,negativa
infestado,negativa
disparate,negativa
cegar,negativa
caducado,negativa
burlón,negativa
barricada,negativa
abatimiento,negativa
romo,negativa
rogar,negativa
rencores,negativa
rehusar,negativa
inmiscuirse,negativa
desenfrenado,negativa
supersticioso,negativa
suicide,negativa
pretencioso,negativa
object,negativa
estresante,negativa
espantar,negativa
disgustos,negativa
delatar,negativa
bruma,negativa
traicionero,negativa
renegar,negativa
rendija,negativa
opresor,negativa
estropear,negativa
enganchar,negativa
dolorosamente,negativa
tropezar,negativa
salvajismo,negativa
kill,negativa
ilegible,negativa
tachar,negativa
reprimenda,negativa
presumido,negativa
malévolo,negativa
lied,negativa
furiosamente,negativa
estafar,negativa
engorroso,negativa
dilación,negativa
conspicuo,negativa
castrado,negativa
ajedrezado,negativa
repudiar,negativa
desvanecerse,negativa
condensar,negativa
sórdido,negativa
strike,negativa
repugnancia,negativa
neurótico,negativa
ambivalencia,negativa
altivo,negativa
alegación,negativa
retardado,negativa
indecente,negativa
gánster,negativa
fuck,negativa
sarcásticamente,negativa
promiscuo,negativa
pelar,negativa
embestir,negativa
desprevenido,negativa
degradante,negativa
atasco,negativa
aberrante,negativa
seto,negativa
protestado,negativa
ilógico,negativa
azotar,negativa
dire,negativa
rabioso,negativa
ocioso,negativa
freak,negativa
enojar,negativa
cayado,negativa
airadamente,negativa
sospechosamente,negativa
senil,negativa
presentimiento,negativa
menguar,negativa
apenado,negativa
alérgico,negativa
afligido,negativa
preocupar,negativa
mendicidad,negativa
ahorcar,negativa
scratch,negativa
rezagado,negativa
pendular,negativa
gauche,negativa
fastidiar,negativa
deshonor,negativa
contender,negativa
azada,negativa
amenazador,negativa
masacrar,negativa
irritar,negativa
inutilizar,negativa
furtivamente,negativa
condescendiente,negativa
voluble,negativa
torrent,negativa
disonante,negativa
disensión,negativa
desenfreno,negativa
conmocionado,negativa
ax,negativa
subestimar,negativa
invalidar,negativa
insensibilidad,negativa
impotentes,negativa
evil,negativa
arcano,negativa
tropiezos,negativa
terco,negativa
sangrante,negativa
riesgoso,negativa
predicamento,negativa
pardusco,negativa
insolente,negativa
chupa,negativa
cesante,negativa
calabacín,negativa
babosa,negativa
trazador,negativa
tentativo,negativa
sobrecargado,negativa
retrasarse,negativa
petrificado,negativa
ininteligible,negativa
despertador,negativa
stress,negativa
pain,negativa
instigar,negativa
herético,negativa
forajido,negativa
deteriorar,negativa
yermo,negativa
tirante,negativa
redondear,negativa
intimidante,negativa
funesto,negativa
estropeado,negativa
estrellar,negativa
difamar,negativa
desperfecto,negativa
desazón,negativa
carboncillo,negativa
angostura,negativa
abusador,negativa
abarrotado,negativa
tramposo,negativa
quebradizo,negativa
paria,negativa
ortiga,negativa
objetar,negativa
estrangulación,negativa
enajenar,negativa
virulento,negativa
tendencioso,negativa
satirizar,negativa
quebranto,negativa
pipe,negativa
mentirosos,negativa
ilusorio,negativa
garfio,negativa
cry,negativa
contrariedad,negativa
chupar,negativa
bullying,negativa
acaparamiento,negativa
vague,negativa
travesura,negativa
traumatizado,negativa
solterona,negativa
ridiculiza,negativa
pomposo,negativa
pecar,negativa
maldecir,negativa
gruñón,negativa
desasosiego,negativa
tartamudez,negativa
sour,negativa
sangra,negativa
monster,negativa
legato,negativa
issue,negativa
desperdiciar,negativa
colar,negativa
cepo,negativa
artimaña,negativa
amedrentar,negativa
vent,negativa
rasgado,negativa
inutilizable,negativa
inaudito,negativa
gravar,negativa
finta,negativa
encenderse,negativa
discrepar,negativa
acuciante,negativa
oneroso,negativa
knock,negativa
irrespetuoso,negativa
imprudentemente,negativa
horrendo,negativa
subyugación,negativa
quebrantar,negativa
machacar,negativa
desanimado,negativa
perversidad,negativa
incomprendido,negativa
hedor,negativa
falsear,negativa
errar,negativa
devil,negativa
depravación,negativa
complex,negativa
aspereza,negativa
ansiosamente,negativa
roscado,negativa
inexactitud,negativa
estrafalario,negativa
diatriba,negativa
denegar,negativa
